id,Created (UTC),Amount,Amount Refunded,Currency,Captured,Status,Customer ID,Customer Email,Description,Statement Descriptor,Card Brand,Card Last 4,Card Country,Payment Method Type,Payment Method ID,Billing Address Line 1,Billing Address Line 2,Billing Address City,Billing Address State,Billing Address Postal Code,Billing Address Country,Shipping Address Line 1,Shipping Address Line 2,Shipping Address City,Shipping Address State,Shipping Address Postal Code,Shipping Address Country,Fee,Net,Refund Reason,Disputed,Dispute Status,Invoice ID,Subscription ID,Balance Transaction ID,Livemode,metadata.order_id
ch_3e44a9561081a9f029058727,2025-01-17 14:15,10000,0,cad,TRUE,succeeded,cus_a6d0c411c97a44,mia.clark58@outlook.com,Subscription Payment,SUBSCRIPTI,Mastercard,4242,US,card,pm_c17e089d5f7566270b240578,684 Oak St,,Ottawa,ON,N3F 1X1,Canada,,,,,,250,250,9750,FALSE,,in_356a59b674b8822080352c8c,sub_77b31174092b7740e53a9926,txn_356a59b674b8822080352c8c,TRUE,,
ch_813f8d3886f37e1951591f16,2025-01-18 6:20,4000,0,cad,TRUE,succeeded,cus_fb2f6943801f95,noah.harris58@example.com,One-time service,ONE-TIME S,Amex,4242,CA,card,pm_3e44a9561081a9f029058727,123 Pine Blvd,,Toronto,ON,P3K 9R2,Canada,,,,,,100,100,3900,FALSE,,,,txn_9050d2f8319f626c8b990924,TRUE,,
ch_4703b44b80267f813f8d3886,2025-01-19 19:00,13000,0,cad,TRUE,succeeded,cus_1013f8d3886f37,olivia.anderson10@gmail.com,Digital download,DIGITAL DO,Visa,4242,US,card,pm_813f8d3886f37e1951591f16,778 Maple Blvd,,Calgary,AB,A9B 3X1,Canada,,,,,,325,325,12675,FALSE,,,,txn_c17e089d5f7566270b240578,TRUE,,
ch_b54d68e4c703b3d4f1347d48,2025-01-20 0:50,7000,0,cad,TRUE,succeeded,cus_d693f9c64c7811,peter.brown82@mail.com,Consultation Fee,CONSULTATI,Mastercard,4242,CA,card,pm_4703b44b80267f813f8d3886,931 Oak Rd,,Edmonton,AB,Q9K 2T2,Canada,,,,,,175,175,6825,FALSE,,,,txn_3e44a9561081a9f029058727,TRUE,,
ch_7e44a9561081a9f029058727,2025-01-21 11:20,9500,0,cad,TRUE,succeeded,cus_07757962450346,quinn.smith48@example.com,Subscription Payment,SUBSCRIPTI,Amex,4242,US,card,pm_b54d68e4c703b3d4f1347d48,576 Pine Ave,,Vancouver,BC,N3F 1X1,Canada,,,,,,238,237.5,9262.5,FALSE,,in_813f8d3886f37e1951591f16,sub_4703b44b80267f813f8d3886,txn_813f8d3886f37e1951591f16,TRUE,,
ch_c433108c4e405e6b72a4c147,2025-01-22 5:30,3000,0,cad,TRUE,succeeded,cus_d693f9c64c7811,rachel.smith23@example.com,One-time service,ONE-TIME S,Visa,4242,CA,card,pm_7e44a9561081a9f029058727,684 Oak St,,Ottawa,ON,N3F 1X1,Canada,,,,,,75,75,2925,FALSE,,,,txn_4703b44b80267f813f8d3886,TRUE,,
ch_fb2f6943801f95a5f57b1406,2025-01-23 17:00,11000,0,cad,TRUE,succeeded,cus_a6d0c411c97a44,sam.miller91@gmail.com,Digital download,DIGITAL DO,Mastercard,4242,US,card,pm_c433108c4e405e6b72a4c147,123 Pine Blvd,,Toronto,ON,P3K 9R2,Canada,,,,,,275,275,10725,FALSE,,,,txn_b54d68e4c703b3d4f1347d48,TRUE,,
ch_9b2b516773f2528731388657,2025-01-24 9:10,5500,0,cad,TRUE,succeeded,cus_1013f8d3886f37,tina.garcia70@yahoo.com,Consultation Fee,CONSULTATI,Amex,4242,CA,card,pm_fb2f6943801f95a5f57b1406,778 Maple Blvd,,Calgary,AB,A9B 3X1,Canada,,,,,,138,137.5,5362.5,FALSE,,,,txn_7e44a9561081a9f029058727,TRUE,,
ch_c8b3687c2741979b009f4d38,2025-01-25 1:21,14000,0,cad,TRUE,succeeded,cus_d693f9c64c7811,uma.jackson37@gmail.com,Subscription Payment,SUBSCRIPTI,Visa,4242,US,card,pm_9b2b516773f2528731388657,931 Oak Rd,,Edmonton,AB,Q9K 2T2,Canada,,,,,,350,350,13650,FALSE,,in_c433108c4e405e6b72a4c147,sub_fb2f6943801f95a5f57b1406,txn_c433108c4e405e6b72a4c147,TRUE,,
ch_67087b2886f4a86b3e44a956,2025-01-26 13:40,7500,0,cad,TRUE,succeeded,cus_d693f9c64c7811,victor.thomas37@outlook.com,One-time service,ONE-TIME S,Mastercard,4242,CA,card,pm_c8b3687c2741979b009f4d38,576 Pine Ave,,Vancouver,BC,N3F 1X1,Canada,,,,,,188,187.5,7312.5,FALSE,,,,txn_fb2f6943801f95a5f57b1406,TRUE,,
ch_3a77b864a66e5f8f538d3886,2025-01-27 8:50,2000,0,cad,TRUE,succeeded,cus_c17e089d5f7566,wendy.smith65@example.com,Digital download,DIGITAL DO,Amex,4242,US,card,pm_67087b2886f4a86b3e44a956,684 Oak St,,Ottawa,ON,N3F 1X1,Canada,,,,,,50,50,1950,FALSE,,,,txn_9b2b516773f2528731388657,TRUE,,
ch_7361a66b91122a27b864a66e,2025-01-28 20:15,11000,0,cad,TRUE,succeeded,cus_fb2f6943801f95,xavier.jones5@gmail.com,Consultation Fee,CONSULTATI,Visa,4242,CA,card,pm_3a77b864a66e5f8f538d3886,123 Pine Blvd,,Toronto,ON,P3K 9R2,Canada,,,,,,275,275,10725,FALSE,,,,txn_c8b3687c2741979b009f4d38,TRUE,,
ch_886f37e1951591f167e44a95,2025-01-29 4:30,6000,0,cad,TRUE,succeeded,cus_b54d68e4c703b3,yara.williams93@yahoo.com,Subscription Payment,SUBSCRIPTI,Mastercard,4242,US,card,pm_7361a66b91122a27b864a66e,778 Maple Blvd,,Calgary,AB,A9B 3X1,Canada,,,,,,150,150,5850,FALSE,,in_67087b2886f4a86b3e44a956,sub_3a77b864a66e5f8f538d3886,txn_67087b2886f4a86b3e44a956,TRUE,,
ch_9b2b516773f2528731388657,2025-01-30 16:50,9000,0,cad,TRUE,succeeded,cus_c17e089d5f7566,zack.brown31@outlook.com,One-time service,ONE-TIME S,Amex,4242,CA,card,pm_886f37e1951591f167e44a95,931 Oak Rd,,Edmonton,AB,Q9K 2T2,Canada,,,,,,225,225,8775,FALSE,,,,txn_7361a66b91122a27b864a66e,TRUE,,
ch_c8b3687c2741979b009f4d38,2025-01-31 9:00,4500,0,cad,TRUE,succeeded,cus_d693f9c64c7811,alice.smith68@example.com,Digital download,DIGITAL DO,Visa,4242,US,card,pm_9b2b516773f25287,,,,,,,,,,,,,,,,,,,,,,
